Index,Civilian_Type,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,VT_Pcode,Village_Tract_Name_Eng,Village_Name_Eng,Latitude,Longitude,Victims
208,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,12
209,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,13
210,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,14
211,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,15
212,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,16
213,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,17
214,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,18
215,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,19
216,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,20
217,သာသနာ့ဝန်ထမ်း,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,21
218,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,1
219,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,2
220,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,3
221,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,4
222,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,5
223,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,6
224,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,7
225,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,8
226,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,9
227,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,10
228,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,11
229,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,12
230,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,13
231,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,14
232,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,15
233,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,16
234,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,17
235,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,18
236,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,19
237,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,20
238,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,21
239,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,22
240,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,MMR010003701,,Mahaaungmyay Town,21.97535,96.0946,23
241,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,1
242,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,2
243,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,3
244,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,4
245,အရပ်သားပြည်သူ,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,MMR010031701,,Wundwin Town,21.09691,96.03001,
246,အရပ်သားပြည်သူ,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,MMR010031701,,Wundwin Town,21.09691,96.03001,
247,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,
248,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,
249,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,1
250,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,2
251,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,3
252,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,
253,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,
254,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,1
255,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,2
256,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,3
257,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,4
258,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,5
259,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,6
260,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,7
261,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,8
262,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,9
263,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,5
264,သာသနာ့ဝန်ထမ်း,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,6
265,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,1
266,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,2
267,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,3
268,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,4
269,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,5
270,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,6
271,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,7
272,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,8
273,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,9
274,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,10
275,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,11
276,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,12
277,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,13
278,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,14
279,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,15
280,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,16
281,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,17
282,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,18
283,အရပ်သားပြည်သူ,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,,Sagaing Town,21.88008,95.96231,19
284,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,1
285,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,2
286,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,3
287,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,4
288,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,5
289,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,6
290,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,7
291,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,8
292,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,,Aungpan Town,20.66122,96.63584,9
293,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,1
294,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,2
295,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,3
296,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,4
297,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,5
298,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,6
299,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,7
300,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,8
301,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,9
302,အရပ်သားပြည်သူ,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,,Phyu Town,18.48438,96.43572,10
303,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,1
304,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,2
305,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,3
306,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,4
307,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,5
308,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,6
309,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,7
310,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,8
311,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,9
312,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,10
313,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,11
314,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,12
315,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,13
316,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,14
317,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,15
318,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,16
319,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,17
320,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,18
321,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,19
322,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,20
323,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,21
324,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,22
325,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,23
326,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,24
327,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,25
328,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,26
329,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,27
330,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,28
331,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,29
332,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,30
333,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,31
334,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,32
335,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,33
336,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,34
337,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,35
338,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,36
339,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,37
340,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,38
341,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,39
342,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,40
343,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,41
344,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,42
345,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,43
346,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,44
347,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,45
348,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002025,Inn Chan Kay Lar,Kay Lar,20.507441,96.90484619,46
349,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002701,,Nyaungshwe Town,20.65957,96.93206,1
350,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002701,,Nyaungshwe Town,20.65957,96.93206,2
351,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002701,,Nyaungshwe Town,20.65957,96.93206,3
352,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002701,,Nyaungshwe Town,20.65957,96.93206,4
353,အရပ်သားပြည်သူ,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002701,,Nyaungshwe Town,20.65957,96.93206,5
354,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,1
355,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,2
356,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,3
357,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,4
358,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,5
359,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,6
360,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,7
361,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,8
362,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,9
363,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,10
364,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,11
365,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,12
366,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,13
367,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,14
368,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,15
369,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,16
370,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,17
371,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,18
372,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,19
373,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,20
374,အရပ်သားပြည်သူ,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,MMR010002701,,Chanayethazan Town,21.97535,96.0946,21
